Stage,Timestamp,File Name,Prompt Tokens,Completion Tokens,Total Tokens,Cached Tokens
labeling,2025-02-28T12:01:58.304624,c74139ce26a6f803725f5074a8a0f539abb99c09,20249,151,20400,0
labeling,2025-02-28T12:02:01.780463,c74139ce26a6f803725f5074a8a0f539abb99c09,20204,162,20366,0
labeling,2025-02-28T12:02:06.173702,c74139ce26a6f803725f5074a8a0f539abb99c09,19772,260,20032,0
labeling,2025-02-28T12:02:09.356381,c74139ce26a6f803725f5074a8a0f539abb99c09,20303,160,20463,0
labeling,2025-02-28T12:02:12.661340,c74139ce26a6f803725f5074a8a0f539abb99c09,20604,133,20737,0
labeling,2025-02-28T12:02:17.889102,c74139ce26a6f803725f5074a8a0f539abb99c09,20383,142,20525,0
labeling,2025-02-28T12:02:22.421302,c74139ce26a6f803725f5074a8a0f539abb99c09,20577,35,20612,0
labeling,2025-02-28T12:02:25.863654,c74139ce26a6f803725f5074a8a0f539abb99c09,12907,88,12995,0
labeling,2025-02-28T12:02:46.795289,c7475e1d98f9a46a4652e503881d4a67232b41d3,20493,318,20811,0
labeling,2025-02-28T12:02:49.430486,c7475e1d98f9a46a4652e503881d4a67232b41d3,20295,110,20405,0
labeling,2025-02-28T12:02:51.398453,c7475e1d98f9a46a4652e503881d4a67232b41d3,13733,102,13835,0
labeling,2025-02-28T12:03:07.049448,c8af22dbedd95ee719273792e5964ab8bbba17b2,20332,422,20754,0
labeling,2025-02-28T12:03:11.200512,c8af22dbedd95ee719273792e5964ab8bbba17b2,19857,160,20017,0
labeling,2025-02-28T12:03:22.878232,c8af22dbedd95ee719273792e5964ab8bbba17b2,15869,423,16292,0
labeling,2025-02-28T12:04:07.391793,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20270,346,20616,0
labeling,2025-02-28T12:04:09.423917,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20044,69,20113,0
labeling,2025-02-28T12:04:18.214522,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20242,303,20545,0
labeling,2025-02-28T12:04:20.434451,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20123,80,20203,0
labeling,2025-02-28T12:04:25.204393,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20369,256,20625,0
labeling,2025-02-28T12:04:28.728971,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20584,203,20787,0
labeling,2025-02-28T12:04:33.042341,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20275,199,20474,0
labeling,2025-02-28T12:04:36.047045,cc0fc5888b99758100a7ff024863fc4337b6b3c5,19918,112,20030,0
labeling,2025-02-28T12:04:40.269934,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20122,216,20338,0
labeling,2025-02-28T12:04:43.264438,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20110,84,20194,0
labeling,2025-02-28T12:04:47.997739,cc0fc5888b99758100a7ff024863fc4337b6b3c5,19969,97,20066,0
labeling,2025-02-28T12:04:52.877958,cc0fc5888b99758100a7ff024863fc4337b6b3c5,20056,265,20321,0
labeling,2025-02-28T12:05:06.120388,d14ae2b6284e48b5c1e6659a0a5863d84697b3b9,19947,136,20083,0
labeling,2025-02-28T12:05:12.487689,d14ae2b6284e48b5c1e6659a0a5863d84697b3b9,20404,366,20770,0
labeling,2025-02-28T12:05:14.844523,d14ae2b6284e48b5c1e6659a0a5863d84697b3b9,9975,117,10092,0
labeling,2025-02-28T12:05:53.153821,d5ad1d288230072e3f6654bb6182d76f8af2ba0a,19819,668,20487,0
labeling,2025-02-28T12:06:00.494938,d5ad1d288230072e3f6654bb6182d76f8af2ba0a,20087,459,20546,0
labeling,2025-02-28T12:06:08.286382,d5ad1d288230072e3f6654bb6182d76f8af2ba0a,20107,477,20584,0
labeling,2025-02-28T12:06:09.548149,d5ad1d288230072e3f6654bb6182d76f8af2ba0a,2337,62,2399,0
labeling,2025-02-28T12:06:33.194676,d86be8a2fa1aab721d7de6de7fd4f5267c914cb2,19914,386,20300,0
labeling,2025-02-28T12:06:36.319641,d86be8a2fa1aab721d7de6de7fd4f5267c914cb2,20001,189,20190,0
labeling,2025-02-28T12:06:45.416083,d86be8a2fa1aab721d7de6de7fd4f5267c914cb2,20429,500,20929,0
labeling,2025-02-28T12:06:48.043352,d86be8a2fa1aab721d7de6de7fd4f5267c914cb2,10528,119,10647,0
labeling,2025-02-28T12:07:33.373122,da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1,20490,453,20943,0
labeling,2025-02-28T12:07:37.656402,da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1,20080,310,20390,0
labeling,2025-02-28T12:07:46.147634,da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1,20551,442,20993,0
labeling,2025-02-28T12:07:52.375015,da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1,20432,399,20831,0
labeling,2025-02-28T12:07:53.625201,da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1,9726,26,9752,0
labeling,2025-02-28T12:08:05.975154,ddd10e4612006205c4b1ba050a11648071e6e429,20190,86,20276,0
labeling,2025-02-28T12:08:08.587454,ddd10e4612006205c4b1ba050a11648071e6e429,18600,100,18700,0
labeling,2025-02-28T12:09:18.629906,ded965ce7e3ea0ad9b83272b8c36f529793a2887,20400,319,20719,0
labeling,2025-02-28T12:09:23.837468,ded965ce7e3ea0ad9b83272b8c36f529793a2887,19834,296,20130,0
labeling,2025-02-28T12:09:30.708233,ded965ce7e3ea0ad9b83272b8c36f529793a2887,19772,327,20099,0
labeling,2025-02-28T12:09:37.172229,ded965ce7e3ea0ad9b83272b8c36f529793a2887,19449,356,19805,0
labeling,2025-02-28T12:09:42.310333,ded965ce7e3ea0ad9b83272b8c36f529793a2887,20053,165,20218,0
labeling,2025-02-28T12:09:45.444538,ded965ce7e3ea0ad9b83272b8c36f529793a2887,19890,151,20041,0
labeling,2025-02-28T12:09:48.677672,ded965ce7e3ea0ad9b83272b8c36f529793a2887,19729,150,19879,0
labeling,2025-02-28T12:09:52.949202,ded965ce7e3ea0ad9b83272b8c36f529793a2887,20541,263,20804,0
labeling,2025-02-28T12:10:06.026430,ded965ce7e3ea0ad9b83272b8c36f529793a2887,20399,327,20726,0
labeling,2025-02-28T12:10:09.385514,ded965ce7e3ea0ad9b83272b8c36f529793a2887,11807,266,12073,0
labeling,2025-02-28T12:11:09.457548,e117005fc313bf0d49429d34bc8e1ef64de54898,20456,325,20781,0
labeling,2025-02-28T12:11:11.807473,e117005fc313bf0d49429d34bc8e1ef64de54898,20014,96,20110,0
labeling,2025-02-28T12:11:15.724467,e117005fc313bf0d49429d34bc8e1ef64de54898,20174,189,20363,0
labeling,2025-02-28T12:11:21.657524,e117005fc313bf0d49429d34bc8e1ef64de54898,18930,138,19068,0
labeling,2025-02-28T12:11:23.537379,e117005fc313bf0d49429d34bc8e1ef64de54898,9644,95,9739,0
labeling,2025-02-28T12:11:48.345775,e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef,20050,296,20346,0
labeling,2025-02-28T12:11:51.180163,e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef,19793,130,19923,0
labeling,2025-02-28T12:11:54.963885,e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef,20362,90,20452,0
labeling,2025-02-28T12:11:59.326589,e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef,19961,219,20180,0
labeling,2025-02-28T12:12:01.056614,e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef,16526,65,16591,0
labeling,2025-02-28T12:12:31.214023,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,20452,490,20942,0
labeling,2025-02-28T12:12:38.964615,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,20270,388,20658,0
labeling,2025-02-28T12:12:44.959172,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,19953,225,20178,0
labeling,2025-02-28T12:12:47.424682,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,20552,83,20635,0
labeling,2025-02-28T12:12:51.760686,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,20503,249,20752,0
labeling,2025-02-28T12:12:53.413460,e21ac6c083a56192fab027ebd2ab0fad71de5d7d,10591,26,10617,0
labeling,2025-02-28T12:13:17.991251,e229fc9f5c694e93b02ac312c231607a04e3e528,19722,103,19825,0
labeling,2025-02-28T12:13:27.076581,e229fc9f5c694e93b02ac312c231607a04e3e528,19481,149,19630,0
labeling,2025-02-28T12:13:30.230652,e229fc9f5c694e93b02ac312c231607a04e3e528,19601,180,19781,0
labeling,2025-02-28T12:13:32.469627,e229fc9f5c694e93b02ac312c231607a04e3e528,20045,90,20135,0
labeling,2025-02-28T12:13:35.181776,e229fc9f5c694e93b02ac312c231607a04e3e528,11754,167,11921,0
labeling,2025-02-28T12:14:13.091087,e273ed0d9626b9feaf50c09405c2b70d461e41d7,20070,461,20531,0
labeling,2025-02-28T12:14:20.929518,e273ed0d9626b9feaf50c09405c2b70d461e41d7,19656,496,20152,0
labeling,2025-02-28T12:14:27.310216,e273ed0d9626b9feaf50c09405c2b70d461e41d7,20450,434,20884,0
labeling,2025-02-28T12:14:40.358208,e2850fff8d9dee77f3a6520d0b1aba46adddc2c0,20128,217,20345,0
labeling,2025-02-28T12:14:42.717320,e2850fff8d9dee77f3a6520d0b1aba46adddc2c0,4495,123,4618,0
labeling,2025-02-28T12:15:06.073445,e2923f240db86d0096f462f6cb398339d3251b50,20524,219,20743,0
labeling,2025-02-28T12:15:08.506730,e2923f240db86d0096f462f6cb398339d3251b50,19873,102,19975,0
labeling,2025-02-28T12:15:11.931072,e2923f240db86d0096f462f6cb398339d3251b50,20433,105,20538,0
labeling,2025-02-28T12:15:13.969962,e2923f240db86d0096f462f6cb398339d3251b50,20032,68,20100,0
labeling,2025-02-28T12:15:15.857280,e2923f240db86d0096f462f6cb398339d3251b50,9788,83,9871,0
labeling,2025-02-28T12:15:42.735349,e30ece688caf7602b734bbbcf39559b4acdb2739,20011,648,20659,0
labeling,2025-02-28T12:15:49.877863,e30ece688caf7602b734bbbcf39559b4acdb2739,19180,117,19297,0
labeling,2025-02-28T12:15:53.414954,e30ece688caf7602b734bbbcf39559b4acdb2739,20484,76,20560,0
labeling,2025-02-28T12:15:56.376444,e30ece688caf7602b734bbbcf39559b4acdb2739,20412,112,20524,0
labeling,2025-02-28T12:15:59.320095,e30ece688caf7602b734bbbcf39559b4acdb2739,20300,125,20425,0
labeling,2025-02-28T12:16:01.218584,e30ece688caf7602b734bbbcf39559b4acdb2739,13650,81,13731,0
labeling,2025-02-28T12:16:59.215502,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,19952,146,20098,0
labeling,2025-02-28T12:17:06.076456,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,20036,480,20516,0
labeling,2025-02-28T12:17:08.738698,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,19564,132,19696,0
labeling,2025-02-28T12:17:15.806927,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,19755,460,20215,0
labeling,2025-02-28T12:17:20.687937,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,19837,306,20143,0
labeling,2025-02-28T12:17:25.390498,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,20334,316,20650,0
labeling,2025-02-28T12:17:30.030608,e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7,7249,381,7630,0
labeling,2025-02-28T12:18:13.723756,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,19538,473,20011,0
labeling,2025-02-28T12:18:17.727015,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,20243,81,20324,0
labeling,2025-02-28T12:18:24.704738,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,19475,370,19845,0
labeling,2025-02-28T12:18:35.837632,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,19898,423,20321,0
labeling,2025-02-28T12:18:38.587254,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,20112,106,20218,0
labeling,2025-02-28T12:18:44.277124,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,20551,181,20732,0
labeling,2025-02-28T12:18:48.544929,e7a45fed0d7ebfd13a524e7fcc443318bac654e2,11250,312,11562,0
labeling,2025-02-28T12:19:12.245334,e7f655f43bc2abf6216519187d9fc907e9224937,19687,158,19845,0
labeling,2025-02-28T12:19:15.416265,e7f655f43bc2abf6216519187d9fc907e9224937,20000,116,20116,0
labeling,2025-02-28T12:19:21.529528,e7f655f43bc2abf6216519187d9fc907e9224937,19077,159,19236,0
labeling,2025-02-28T12:19:23.572379,e7f655f43bc2abf6216519187d9fc907e9224937,20150,69,20219,0
labeling,2025-02-28T12:19:26.827405,e7f655f43bc2abf6216519187d9fc907e9224937,20331,197,20528,0
labeling,2025-02-28T12:19:30.936601,e7f655f43bc2abf6216519187d9fc907e9224937,19801,224,20025,0
labeling,2025-02-28T12:19:31.935176,e7f655f43bc2abf6216519187d9fc907e9224937,4248,28,4276,0
labeling,2025-02-28T12:20:03.711910,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,19678,200,19878,0
labeling,2025-02-28T12:20:10.160154,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,20202,222,20424,0
labeling,2025-02-28T12:20:12.446976,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,20142,102,20244,0
labeling,2025-02-28T12:20:18.537159,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,20567,370,20937,0
labeling,2025-02-28T12:20:25.991431,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,19863,463,20326,0
labeling,2025-02-28T12:20:28.224684,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,18397,106,18503,0
labeling,2025-02-28T12:20:30.576474,ecabab4934d4b80570c4bb3b8e35b7476694b3fb,8302,129,8431,0
labeling,2025-02-28T12:20:43.903376,f015d4bfeec43fe65c003b6f4420ae864efbb58f,19977,366,20343,0
labeling,2025-02-28T12:20:50.246221,f015d4bfeec43fe65c003b6f4420ae864efbb58f,19990,383,20373,0
labeling,2025-02-28T12:21:02.630231,f015d4bfeec43fe65c003b6f4420ae864efbb58f,5163,395,5558,0
labeling,2025-02-28T12:21:21.874688,f6a1077a46cb36761604f8f4840698e22837f5f7,20303,328,20631,0
labeling,2025-02-28T12:21:31.075679,f6a1077a46cb36761604f8f4840698e22837f5f7,11944,271,12215,0
labeling,2025-02-28T12:22:22.615522,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19942,440,20382,0
labeling,2025-02-28T12:22:27.001185,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19881,236,20117,0
labeling,2025-02-28T12:22:30.808322,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19739,211,19950,0
labeling,2025-02-28T12:22:40.839051,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19489,439,19928,0
labeling,2025-02-28T12:22:42.943596,f7324f3868005b3aae6aafd30441c9bb6c8823e8,20257,88,20345,0
labeling,2025-02-28T12:22:46.827607,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19825,153,19978,0
labeling,2025-02-28T12:22:49.886619,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19728,86,19814,0
labeling,2025-02-28T12:22:52.385463,f7324f3868005b3aae6aafd30441c9bb6c8823e8,20315,71,20386,0
labeling,2025-02-28T12:22:54.621989,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19258,72,19330,0
labeling,2025-02-28T12:22:58.835836,f7324f3868005b3aae6aafd30441c9bb6c8823e8,19765,277,20042,0
labeling,2025-02-28T12:23:40.108043,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,19805,228,20033,0
labeling,2025-02-28T12:23:44.025016,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,20298,107,20405,0
labeling,2025-02-28T12:23:47.327904,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,19703,178,19881,0
labeling,2025-02-28T12:23:51.218190,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,20341,197,20538,0
labeling,2025-02-28T12:23:55.478528,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,20440,224,20664,0
labeling,2025-02-28T12:23:58.378232,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,20062,119,20181,0
labeling,2025-02-28T12:24:00.200085,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,20205,36,20241,0
labeling,2025-02-28T12:24:07.243666,f85f0ccbbc59f1423d52d44e5ab70e3a01164499,13968,177,14145,0
labeling,2025-02-28T12:24:24.775258,f879b3a802ccd6e8e6ca0a07ed8464318b7c0724,20461,279,20740,0
labeling,2025-02-28T12:24:29.167152,f879b3a802ccd6e8e6ca0a07ed8464318b7c0724,17211,234,17445,0
labeling,2025-02-28T12:25:06.910475,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,20354,223,20577,0
labeling,2025-02-28T12:25:12.897869,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,20534,268,20802,0
labeling,2025-02-28T12:25:17.541142,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,19902,213,20115,0
labeling,2025-02-28T12:25:21.101992,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,19935,194,20129,0
labeling,2025-02-28T12:25:24.155885,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,20452,110,20562,0
labeling,2025-02-28T12:25:31.135340,f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3,17939,185,18124,0
